Fecha,Ciudad,Unnamed: 2,Unnamed: 3,Resultado,Unnamed: 5,Unnamed: 6
15 de agosto de 2001,Porto Alegre,Brasil,,2:0 (1:0),,Paraguay
16 de agosto de 2001,Bogotá,Colombia,,0:1 (0:0),,Perú
4 de septiembre de 2001,Santiago,Chile,,0:2 (0:0),,Venezuela
4 de septiembre de 2001,Lima,Perú,,0:2 (0:2),,Uruguay
5 de septiembre de 2001,Asunción,Paraguay,,5:1 (2:1),,Bolivia
5 de septiembre de 2001,Buenos Aires,Argentina,,2:1 (0:1),,Brasil
5 de septiembre de 2001,Bogotá,Colombia,,0:0,,Ecuador
6 de octubre de 2001,La Paz,Bolivia,,1:5 (0:2),,Ecuador
6 de octubre de 2001,San Cristóbal,Venezuela,,3:0 (0:0),,Perú
7 de octubre de 2001,Montevideo,Uruguay,,1:1 (1:0),,Colombia
7 de octubre de 2001,Curitiba,Brasil,,2:0 (0:0),,Chile
7 de octubre de 2001,Asunción,Paraguay,,2:2 (0:0),,Argentina
7 de noviembre de 2001,Quito,Ecuador,,1:1 (0:1),,Uruguay
7 de noviembre de 2001,Bogotá,Colombia,,3:1 (1:1),,Chile
7 de noviembre de 2001,La Paz,Bolivia,,3:1 (1:1),,Brasil
8 de noviembre de 2001,Buenos Aires,Argentina,,2:0 (0:0),,Perú
8 de noviembre de 2001,San Cristóbal,Venezuela,,3:1 (3:1),,Paraguay
14 de noviembre de 2001,Lima,Perú,,1:1 (1:0),,Bolivia
14 de noviembre de 2001,Montevideo,Uruguay,,1:1 (1:1),,Argentina
14 de noviembre de 2001,Asunción,Paraguay,,0:4 (0:2),,Colombia
14 de noviembre de 2001,Santiago,Chile,,0:0,,Ecuador
14 de noviembre de 2001,São Luís,Brasil,,3:0 (3:0),,Venezuela
