Fecha,Ciudad,Unnamed: 2,Unnamed: 3,Resultado,Unnamed: 5,Unnamed: 6
14 de junio de 2008,Montevideo,Uruguay,,1:1 (1:0) Archivado el 16 de septiembre de 2009 en Wayback Machine.,,Venezuela
14 de junio de 2008,Lima,Perú,,1:1 (1:1) Archivado el 24 de marzo de 2009 en Wayback Machine.,,Colombia
15 de junio de 2008,Asunción,Paraguay,,2:0 (1:0) Archivado el 16 de septiembre de 2009 en Wayback Machine.,,Brasil
15 de junio de 2008,Buenos Aires,Argentina,,1:1 (0:0) Archivado el 14 de agosto de 2009 en Wayback Machine.,,Ecuador
15 de junio de 2008,La Paz,Bolivia,,0:2 (0:1) Archivado el 21 de agosto de 2009 en Wayback Machine.,,Chile
17 de junio de 2008,Montevideo,Uruguay,,6:0 (2:0) Archivado el 25 de agosto de 2009 en Wayback Machine.,,Perú
18 de junio de 2008,La Paz,Bolivia,,4:2 (2:0) Archivado el 17 de septiembre de 2009 en Wayback Machine.,,Paraguay
18 de junio de 2008,Quito,Ecuador,,0:0 Archivado el 17 de septiembre de 2009 en Wayback Machine.,,Colombia
18 de junio de 2008,Belo Horizonte,Brasil,,0:0 Archivado el 1 de mayo de 2009 en Wayback Machine.,,Argentina
19 de junio de 2008,Puerto La Cruz,Venezuela,,2:3 (0:0) Archivado el 14 de mayo de 2010 en Wayback Machine.,,Chile
6 de septiembre de 2008,Buenos Aires,Argentina,,1:1 (0:1) Archivado el 16 de octubre de 2009 en Wayback Machine.,,Paraguay
6 de septiembre de 2008,Quito,Ecuador,,3:1 (1:1) Archivado el 12 de septiembre de 2009 en Wayback Machine.,,Bolivia
6 de septiembre de 2008,Bogotá,Colombia,,0:1 (0:1) Archivado el 3 de noviembre de 2009 en Wayback Machine.,,Uruguay
6 de septiembre de 2008,Lima,Perú,,1:0 (1:0) Archivado el 13 de octubre de 2009 en Wayback Machine.,,Venezuela
7 de septiembre de 2008,Santiago,Chile,,0:3 (0:2) Archivado el 1 de mayo de 2009 en Wayback Machine.,,Brasil
9 de septiembre de 2008,Asunción,Paraguay,,2:0 (2:0) Archivado el 17 de septiembre de 2009 en Wayback Machine.,,Venezuela
10 de septiembre de 2008,Montevideo,Uruguay,,0:0 Archivado el 16 de octubre de 2009 en Wayback Machine.,,Ecuador
10 de septiembre de 2008,Santiago,Chile,,4:0 (2:0) Archivado el 11 de septiembre de 2009 en Wayback Machine.,,Colombia
10 de septiembre de 2008,Río de Janeiro,Brasil,,0:0 Archivado el 20 de agosto de 2009 en Wayback Machine.,,Bolivia
10 de septiembre de 2008,Lima,Perú,,1:1 (0:0) Archivado el 16 de octubre de 2009 en Wayback Machine.,,Argentina
11 de octubre de 2008,La Paz,Bolivia,,3:0 (2:0) Archivado el 3 de abril de 2009 en Wayback Machine.,,Perú
11 de octubre de 2008,Buenos Aires,Argentina,,2:1 (2:1) Archivado el 18 de octubre de 2009 en Wayback Machine.,,Uruguay
11 de octubre de 2008,Bogotá,Colombia,,0:1 (0:1) Archivado el 17 de octubre de 2009 en Wayback Machine.,,Paraguay
12 de octubre de 2008,San Cristóbal,Venezuela,,0:4 (0:3) Archivado el 5 de octubre de 2009 en Wayback Machine.,,Brasil
12 de octubre de 2008,Quito,Ecuador,,1:0 (0:0) Archivado el 18 de octubre de 2009 en Wayback Machine.,,Chile
14 de octubre de 2008,La Paz,Bolivia,,2:2 (2:0) Archivado el 8 de julio de 2010 en Wayback Machine.,,Uruguay
15 de octubre de 2008,Asunción,Paraguay,,1:0 (0:0) Archivado el 4 de abril de 2009 en Wayback Machine.,,Perú
15 de octubre de 2008,Río de Janeiro,Brasil,,0:0 Archivado el 26 de diciembre de 2011 en Wayback Machine.,,Colombia
15 de octubre de 2008,Santiago,Chile,,1:0 (1:0) Archivado el 29 de abril de 2010 en Wayback Machine.,,Argentina
15 de octubre de 2008,Puerto La Cruz,Venezuela,,3:1 (0:1) Archivado el 18 de octubre de 2009 en Wayback Machine.,,Ecuador
28 de marzo de 2009,Montevideo,Uruguay,,2:0 (1:0) Archivado el 9 de junio de 2010 en Wayback Machine.,,Paraguay
28 de marzo de 2009,Buenos Aires,Argentina,,4:0 (1:0) Archivado el 5 de mayo de 2010 en Wayback Machine.,,Venezuela
28 de marzo de 2009,Bogotá,Colombia,,2:0 (1:0) Archivado el 29 de julio de 2010 en Wayback Machine.,,Bolivia
29 de marzo de 2009,Quito,Ecuador,,1:1 (0:0) Archivado el 6 de junio de 2010 en Wayback Machine.,,Brasil
29 de marzo de 2009,Lima,Perú,,1:3 (1:2) Archivado el 4 de abril de 2009 en Wayback Machine.,,Chile
31 de marzo de 2009,Ciudad Guayana,Venezuela,,2:0 (0:0) Archivado el 4 de abril de 2009 en Wayback Machine.,,Colombia
1 de abril de 2009,La Paz,Bolivia,,6:1 (3:1) Archivado el 5 de mayo de 2010 en Wayback Machine.,,Argentina
1 de abril de 2009,Quito,Ecuador,,1:1 (0:0) Archivado el 1 de julio de 2010 en Wayback Machine.,,Paraguay
1 de abril de 2009,Santiago,Chile,,0:0 Archivado el 11 de abril de 2009 en Wayback Machine.,,Uruguay
1 de abril de 2009,Porto Alegre,Brasil,,3:0 (2:0) Archivado el 6 de junio de 2010 en Wayback Machine.,,Perú
6 de junio de 2009,Montevideo,Uruguay,,0:4 (0:2) Archivado el 27 de mayo de 2010 en Wayback Machine.,,Brasil
6 de junio de 2009,La Paz,Bolivia,,0:1 (0:1) Archivado el 24 de junio de 2010 en Wayback Machine.,,Venezuela
6 de junio de 2009,Buenos Aires,Argentina,,1:0 (0:0) Archivado el 4 de mayo de 2010 en Wayback Machine.,,Colombia
6 de junio de 2009,Asunción,Paraguay,,0:2 (0:1) Archivado el 9 de junio de 2010 en Wayback Machine.,,Chile
7 de junio de 2009,Lima,Perú,,1:2 (0:1) Archivado el 24 de noviembre de 2009 en Wayback Machine.,,Ecuador
10 de junio de 2009,Quito,Ecuador,,2:0 (0:0) Archivado el 13 de mayo de 2010 en Wayback Machine.,,Argentina
10 de junio de 2009,Medellín,Colombia,,1:0 (1:0) Archivado el 6 de octubre de 2010 en Wayback Machine.,,Perú
10 de junio de 2009,Recife,Brasil,,2:1 (1:1) Archivado el 27 de mayo de 2010 en Wayback Machine.,,Paraguay
10 de junio de 2009,Santiago,Chile,,4:0 (1:0) Archivado el 21 de junio de 2009 en Wayback Machine.,,Bolivia
10 de junio de 2009,Ciudad Guayana,Venezuela,,2:2 (1:0) Archivado el 21 de julio de 2010 en Wayback Machine.,,Uruguay
5 de septiembre de 2009,Lima,Perú,,1:0 (0:0) Archivado el 11 de septiembre de 2009 en Wayback Machine.,,Uruguay
5 de septiembre de 2009,Medellín,Colombia,,2:0 (0:0) Archivado el 11 de septiembre de 2009 en Wayback Machine.,,Ecuador
5 de septiembre de 2009,Asunción,Paraguay,,1:0 (1:0) Archivado el 19 de diciembre de 2011 en Wayback Machine.,,Bolivia
5 de septiembre de 2009,Rosario,Argentina,,1:3 (0:2) Archivado el 5 de mayo de 2010 en Wayback Machine.,,Brasil
5 de septiembre de 2009,Santiago,Chile,,2:2 (1:2) Archivado el 27 de mayo de 2010 en Wayback Machine.,,Venezuela
9 de septiembre de 2009,La Paz,Bolivia,,1:3 (0:1) Archivado el 23 de septiembre de 2009 en Wayback Machine.,,Ecuador
9 de septiembre de 2009,Montevideo,Uruguay,,3:1 (1:0) Archivado el 5 de abril de 2010 en Wayback Machine.,,Colombia
9 de septiembre de 2009,Asunción,Paraguay,,1:0 (1:0) Archivado el 16 de mayo de 2010 en Wayback Machine.,,Argentina
9 de septiembre de 2009,Salvador de Bahía,Brasil,,4:2 (2:1) Archivado el 28 de mayo de 2010 en Wayback Machine.,,Chile
9 de septiembre de 2009,Puerto La Cruz,Venezuela,,3:1 (1:1) Archivado el 23 de septiembre de 2009 en Wayback Machine.,,Perú
10 de octubre de 2009,Medellín,Colombia,,2:4 (1:2) Archivado el 27 de mayo de 2010 en Wayback Machine.,,Chile
10 de octubre de 2009,Ciudad Guayana,Venezuela,,1:2 (0:0) Archivado el 27 de mayo de 2010 en Wayback Machine.,,Paraguay
10 de octubre de 2009,Quito,Ecuador,,1:2 (0:0) Archivado el 17 de octubre de 2009 en Wayback Machine.,,Uruguay
10 de octubre de 2009,Buenos Aires,Argentina,,2:1 (0:0) Archivado el 16 de mayo de 2010 en Wayback Machine.,,Perú
11 de octubre de 2009,La Paz,Bolivia,,2:1 (2:0) Archivado el 28 de mayo de 2010 en Wayback Machine.,,Brasil
14 de octubre de 2009,Lima,Perú,,1:0 (0:0) Archivado el 18 de octubre de 2009 en Wayback Machine.,,Bolivia
14 de octubre de 2009,Campo Grande,Brasil,,0:0 Archivado el 28 de mayo de 2010 en Wayback Machine.,,Venezuela
14 de octubre de 2009,Santiago,Chile,,1:0 (0:0) Archivado el 27 de mayo de 2010 en Wayback Machine.,,Ecuador
14 de octubre de 2009,Montevideo,Uruguay,,0:1 (0:0) Archivado el 5 de mayo de 2010 en Wayback Machine.,,Argentina
14 de octubre de 2009,Asunción,Paraguay,,0:2 (0:0)Archivado el 28 de mayo de 2010 en Wayback Machine.,,Colombia
